RXCUI,GN,NDC,SUPPRESS
616487,quetiapine,67877024901,N
616487,quetiapine,68180044601,N
616705,risperidone,49884040391,N
721796,quetiapine,50228038405,N
721791,quetiapine,65862087505,N
351107,olanzapine,66993046830,N
429212,clozapine,51862090105,N
616487,quetiapine,68001018000,N
349553,aripiprazole,76282004801,N
616483,quetiapine,00054023025,N
616483,quetiapine,29300015201,N
616487,quetiapine,60505313201,N
312077,olanzapine,67877017633,N
312635,prochlorperazine,33358029920,N
312078,olanzapine,66993046105,N
312078,olanzapine,71335136303,N
312635,perazine,61919090830,N
312743,quetiapine,43353015530,N
312744,quetiapine,29300014716,N
312744,quetiapine,55700014430,N
312743,quetiapine,63629477604,N
312745,quetiapine,33342010439,N
312828,risperidone,55111020105,N
312828,risperidone,68084027001,N
312829,risperidone,00615819705,N
312830,risperidone,43353075560,N
349547,aripiprazole,65862066630,N
721794,quetiapine,65862087660,N
312077,olanzapine,60505311400,N
312077,olanzapine,70518150101,N
312078,olanzapine,70518031401,N
312079,olanzapine,67184056304,N
312743,quetiapine,13668015005,N
312743,quetiapine,16714045401,N
312743,quetiapine,33342010112,N
312743,quetiapine,67046063228,N
312744,quetiapine,47335090218,N
312744,quetiapine,55111024978,N
312743,quetiapine,71610013615,N
312744,quetiapine,55154788100,N
312744,quetiapine,71335156202,N
312745,quetiapine,13668015205,N
312745,quetiapine,16729014910,N
312745,quetiapine,43353015053,N
312745,quetiapine,47335090686,N
312745,quetiapine,51407007060,N
312745,quetiapine,71205002603,N
312745,quetiapine,71335077201,N
312828,risperidone,13668003501,N
312829,risperidone,70518308700,N
312830,risperidone,43353075545,N
312830,risperidone,60505258605,N
312830,risperidone,70518213000,N
312831,risperidone,60505258700,N
313776,ziprasidone,55111025760,N
313776,ziprasidone,70771118205,N
313777,ziprasidone,50268081312,N
313777,ziprasidone,65862070460,N
313777,ziprasidone,68788719709,N
313778,ziprasidone,70518160401,N
313778,ziprasidone,71335026301,N
314035,haloperidol,68084024901,N
314075,loxapine,17856139701,N
314154,olanzapine,62756055418,N
314154,olanzapine,69807201301,N
314211,risperidone,43353041260,N
314211,risperidone,43353075445,N
314211,risperidone,50458059560,N
317174,quetiapine,55111018979,N
317174,quetiapine,60429041610,N
349490,aripiprazole,50228047810,N
349545,aripiprazole,60687017911,N
349545,aripiprazole,68071239404,N
349547,aripiprazole,13668022130,N
349547,aripiprazole,46708025991,N
349553,aripiprazole,43598055830,N
389201,quetiapine,67877024501,N
401954,risperidone,51079034605,N
402131,aripiprazole,46708025571,N
602964,aripiprazole,62332009731,N
616483,quetiapine,68001018103,N
616487,quetiapine,29300014810,N
672567,paliperidone,16714086701,N
853201,quetiapine,52817016060,N
312831,risperidone,63187043960,N
313777,ziprasidone,55111025890,N
314035,haloperidol,00904641361,N
314154,olanzapine,66993068330,N
314211,risperidone,43353041215,N
314286,ziprasidone,51079035116,N
317174,quetiapine,13668015174,N
317174,quetiapine,71335151905,N
349490,aripiprazole,65862066405,N
349545,aripiprazole,63629700304,N
349545,aripiprazole,68788692109,N
349545,aripiprazole,70518282002,N
349553,aripiprazole,33342012612,N
349553,aripiprazole,68788706303,N
402131,aripiprazole,16729027910,N
402131,aripiprazole,43598055505,N
402131,aripiprazole,46708025510,N
602964,aripiprazole,31722081932,N
602964,aripiprazole,60429044630,N
602964,aripiprazole,63629701701,N
602964,aripiprazole,63629701703,N
616487,quetiapine,68180044603,N
721796,quetiapine,70518270201,N
853201,quetiapine,51407007360,N
643027,aripiprazole,68382008916,N
643019,aripiprazole,68382008706,N
312744,quetiapine,63187045203,N
312744,quetiapine,63629493904,N
312830,risperidone,43353075515,N
312832,risperidone,60505258800,N
312832,risperidone,60505258805,N
313366,thiothixene,51407027701,N
313778,ziprasidone,50090292800,N
313778,ziprasidone,71335026302,N
314034,haloperidol,70518268000,N
314035,haloperidol,71247015401,N
314154,olanzapine,60505311300,N
314192,prochlorperazine,14789070002,N
314211,risperidone,51079046530,N
317174,quetiapine,46708013731,N
317174,quetiapine,60687036001,N
349490,aripiprazole,13668021990,N
349490,aripiprazole,43547030509,N
349490,aripiprazole,65862066430,N
349545,aripiprazole,70518266900,N
349545,aripiprazole,70771145307,N
349547,aripiprazole,46708025931,N
349547,aripiprazole,68382008606,N
349553,aripiprazole,13668022090,N
401953,risperidone,65841064106,N
401954,risperidone,49884040152,N
401954,risperidone,63304095111,N
402131,aripiprazole,13811068030,N
403969,olanzapine,49884025011,N
476179,clozapine,00093301284,N
602964,aripiprazole,63187096560,N
602964,aripiprazole,72865018030,N
602964,aripiprazole,76282004430,N
616487,quetiapine,29300014816,N
312830,risperidone,60505258606,N
312831,risperidone,68071461803,N
312832,risperidone,43547034350,N
313776,ziprasidone,60505252903,N
314035,haloperidol,63874065614,N
314155,olanzapine,66993046630,N
314192,prochlorperazine,23155052341,N
314211,risperidone,13668004057,N
314211,risperidone,71610024630,N
314286,ziprasidone,63629815001,N
349490,aripiprazole,70771145403,N
349545,aripiprazole,50090480001,N
349547,aripiprazole,27241005608,N
349547,aripiprazole,67877043503,N
349547,aripiprazole,70771145600,N
349553,aripiprazole,72865018430,N
351107,olanzapine,49884032255,N
401954,risperidone,63304095130,N
402131,aripiprazole,27241005208,N
402131,aripiprazole,43598096605,N
402131,aripiprazole,46708025591,N
402131,aripiprazole,50228047630,N
402131,aripiprazole,70518126300,N
402131,aripiprazole,70518292100,N
402131,aripiprazole,70518292101,N
402131,aripiprazole,70518295000,N
403825,risperidone,49884031155,N
429212,clozapine,57664024113,N
602964,aripiprazole,16729027816,N
602964,aripiprazole,50268008711,N
602964,aripiprazole,62332009730,N
616483,quetiapine,29300015216,N
616483,quetiapine,68788719501,N
616483,quetiapine,70518267200,N
616487,quetiapine,00615798705,N
616487,quetiapine,55111016979,N
616487,quetiapine,71335135303,N
643027,aripiprazole,70771143409,N
672569,paliperidone,65162028203,N
672571,paliperidone,65162028309,N
721796,quetiapine,71093013902,N
856797,perphenazine,00378044201,N
314154,olanzapine,67877017533,N
349553,aripiprazole,70518251402,N
401954,risperidone,63304095105,N
403825,risperidone,00378604328,N
616483,quetiapine,70518275200,N
616483,quetiapine,71205003160,N
721791,quetiapine,71399200006,N
853201,quetiapine,00310828060,N
351108,olanzapine,49884032352,N
314154,olanzapine,00093577001,N
402131,aripiprazole,68071506209,N
476177,clozapine,51079028801,N
853201,quetiapine,50228038010,N
312829,risperidone,60505258506,N
389201,quetiapine,65862049299,N
402131,aripiprazole,31722082030,N
672569,paliperidone,00591369419,N
312743,quetiapine,63629477601,N
312744,quetiapine,55154468500,N
312830,risperidone,50268069615,N
312831,risperidone,71610025915,N
349545,aripiprazole,43598055630,N
313776,ziprasidone,50268081212,N
313778,ziprasidone,00781216860,N
312635,perazine,66267027130,N
312744,quetiapine,00615798639,N
313364,thiothixene,51079058701,N
314192,prochlorperazine,00641613525,N
317174,quetiapine,60505313503,N
349553,aripiprazole,50090486300,N
349553,aripiprazole,62332010171,N
401953,risperidone,51079034501,N
402131,aripiprazole,65162089703,N
401953,risperidone,00378604428,N
401953,risperidone,50458060228,N
485968,olanzapine,00781910572,N
616487,quetiapine,55111016901,N
721796,quetiapine,33342013709,N
616487,quetiapine,65862049099,N
616487,quetiapine,68788753801,N
848736,iloperidone,51672417904,N
616483,quetiapine,67877024833,N
313777,ziprasidone,64679099301,N
312831,risperidone,13107012205,N
672569,paliperidone,00591369410,N
859841,fluphenazine,00378609701,N
859841,fluphenazine,00527179105,N
859841,fluphenazine,42291043801,N
859841,fluphenazine,51079048820,N
859841,fluphenazine,60219168101,N
859871,haloperidol decanoate,00703702301,N
859871,haloperidol,67457038158,N
859841,fluphenazine,43598003701,N
859841,fluphenazine,69238168101,N
859867,haloperidol decanoate,00247235505,N
859867,haloperidol,00247235505,N
859867,haloperidol decanoate,63323046951,N
859975,asenapine,51991036099,N
859981,asenapine,42794001608,N
860918,fluphenazine,00378607405,N
860918,fluphenazine,00527179001,N
860918,fluphenazine,00781143801,N
860918,fluphenazine,60219168001,N
866103,paliperidone,65162028003,N
991039,chlorpromazine,00781171501,N
991039,chlorpromazine,70710112902,N
991044,promazine,00781591601,N
991044,promazine,68462086410,N
991044,chlorpromazine,69238106001,N
859871,haloperidol decanoate,00143929601,N
859975,asenapine,46708019960,N
859975,asenapine,62332019931,N
859841,fluphenazine,70518031801,N
860918,fluphenazine,43598003601,N
860918,fluphenazine,68084084695,N
860918,fluphenazine,70518149601,N
865123,fluphenazine,00378600901,N
865123,fluphenazine,00527178901,N
865123,fluphenazine,70954027410,N
866103,paliperidone,00591369210,N
866103,paliperidone,47335074483,N
895670,quetiapine,50228038110,N
895670,quetiapine,50228038160,N
991039,promazine,00527296137,N
991039,chlorpromazine,63304018501,N
991039,chlorpromazine,69238105401,N
991039,promazine,70710112904,N
991039,chlorpromazine,70771150602,N
991044,chlorpromazine,51079051620,N
991044,promazine,63304011410,N
991044,promazine,70710113202,N
991188,chlorpromazine,00904689661,N
991188,promazine,00904713361,N
991188,promazine,60687046301,N
991188,chlorpromazine,69238106201,N
991188,promazine,70710113304,N
991188,promazine,70771151004,N
991194,chlorpromazine,00527296243,N
991194,promazine,00904713061,N
991194,chlorpromazine,60687043001,N
991194,promazine,60687043001,N
991194,promazine,70518303400,N
991336,promazine,00527296343,N
1006801,clozapine,00093308601,N
1040031,lurasidone,62332049530,N
1114060,acepromazine,11695007908,N
1116448,acepromazine,13985058350,N
1297278,lurasidone,62332049871,N
991194,chlorpromazine,00832030110,N
991188,chlorpromazine,00781171901,N
991336,chlorpromazine,51079013001,N
991336,promazine,70518001602,N
1116448,promazine,13985058350,N
991044,promazine,00832030389,N
991188,promazine,70710113301,N
991188,chlorpromazine,70771151001,N
1006801,clozapine,00093308684,N
1114060,acepromazine,11695009505,N
1116448,acepromazine,11695008605,N
991188,chlorpromazine,51079051701,N
991194,chlorpromazine,69238105601,N
1006801,clozapine,00093537684,N
1719646,haloperidol,00143931901,N
1719646,haloperidol,00143950125,N
1719646,haloperidol,00703704101,N
1719646,haloperidol,63323047400,N
1719803,haloperidol decanoate,68083013810,N
1719803,haloperidol decanoate,70069038301,N
1719803,haloperidol decanoate,70069038310,N
1719862,haloperidol,70069038101,N
2102949,prochlorperazine,55390007701,N
1719862,haloperidol,00703712101,N
1719862,haloperidol,70518309701,N
1719862,haloperidol decanoate,70710146101,N
1719862,haloperidol,72785000406,N
1719646,haloperidol,55154707605,N
1730078,chlorpromazine,55150031925,N
1719862,haloperidol,70518252000,N
1431235,lurasidone,62332049671,N
1431235,lurasidone,62332049691,N
141935,haloperidol,00093960412,N
141935,haloperidol,17856050101,N
141935,haloperidol,17856050104,N
197535,clozapine,00093777201,N
197535,clozapine,16729014201,N
197535,clozapine,60429099001,N
197535,clozapine,60429099005,N
197536,clozapine,00093435993,N
197536,clozapine,72721172505,N
197536,clozapine,65862084401,N
197754,haloperidol,00378033501,N
197754,haloperidol,70518083100,N
197754,haloperidol,70518083101,N
197754,haloperidol,70518302100,N
197536,clozapine,16729014116,N
197536,clozapine,60687040401,N
197754,haloperidol,65841062806,N
198076,perphenazine,00378535005,N
198076,perphenazine,00378535093,N
198076,perphenazine,00781104601,N
198076,perphenazine,70771104105,N
198078,perphenazine,52536016801,N
198075,perphenazine,70518263900,N
198159,prochlorperazine,50090063600,N
198270,thioridazine,53489050005,N
198365,perazine,10544028130,N
198365,perazine,50090185400,N
197536,clozapine,51862027101,N
197535,clozapine,57664034788,N
198075,perphenazine,70518073102,N
198076,perphenazine,68084083011,N
198078,perphenazine,68382059330,N
198078,perphenazine,70771104301,N
198078,perphenazine,70518301800,N
198322,perazine,00781802801,N
198325,trifluoperazine,00781803401,N
198365,prochlorperazine,00247049730,N
198365,perazine,54348011402,N
198365,perazine,63629133502,N
198365,prochlorperazine,70934041906,N
198365,prochlorperazine,71335095205,N
199387,risperidone,17856006304,N
283639,olanzapine,50268061411,N
283639,olanzapine,60505314003,N
198365,prochlorperazine,43063074215,N
198365,prochlorperazine,50090185400,N
198365,perazine,71335095201,N
283639,olanzapine,67877017733,N
283639,olanzapine,70518262300,N
197754,haloperidol,71247015510,N
198078,perphenazine,00603506228,N
198270,thioridazine,00378061801,N
198365,perazine,10135036801,N
198075,perphenazine,00781104901,N
198075,perphenazine,68084084221,N
198077,perphenazine,64980029101,N
198159,prochlorperazine,00713013512,N
198322,perazine,51079057201,N
198324,perazine,00378240201,N
198365,prochlorperazine,10544028160,N
198365,prochlorperazine,35356067205,N
198365,prochlorperazine,43063016006,N
198365,perazine,52959047630,N
198365,prochlorperazine,52959047660,N
198365,perazine,55154509400,N
198365,perazine,58864064442,N
198365,perazine,59746011510,N
198365,prochlorperazine,68788762803,N
200034,olanzapine,33342006707,N
200034,olanzapine,63629462001,N
200034,olanzapine,66993068030,N
200034,olanzapine,68382036406,N
282485,droperidol,00517970201,N
283639,olanzapine,55111016801,N
283639,olanzapine,55111016878,N
283639,olanzapine,67184056601,N
204416,haloperidol,60505072703,N
283639,olanzapine,55111016830,N
198077,perphenazine,68382059201,N
198159,perazine,52959035506,N
198270,thioridazine,70518170600,N
198365,perazine,71335095206,N
198365,prochlorperazine,71335054306,N
199387,risperidone,51991071641,N
283639,olanzapine,69543038530,N
198075,perphenazine,70771104404,N
198077,perphenazine,70518282100,N
198365,prochlorperazine,68788762801,N
198270,thioridazine,00378061810,N
198365,prochlorperazine,58864064442,N
200034,olanzapine,33342006744,N
310670,haloperidol,00832151011,N
310670,haloperidol,51079073301,N
310670,haloperidol,58657070010,N
310671,haloperidol,00378025710,N
310672,haloperidol,65841062610,N
310672,haloperidol,00378032701,N
310672,haloperidol,50090336500,N
310672,haloperidol,60687016101,N
310671,haloperidol,58864022215,N
309374,clozapine,00378097305,N
310672,haloperidol,00832154011,N
311385,loxapine,00378702501,N
311386,loxapine,70518034600,N
312076,olanzapine,65862065703,N
312077,olanzapine,55111016705,N
312077,olanzapine,67184056501,N
312077,olanzapine,71610041930,N
312078,olanzapine,50090510200,N
312078,olanzapine,68788716103,N
312079,olanzapine,60505311200,N
310672,haloperidol,51079073630,N
312076,olanzapine,63629751402,N
312077,olanzapine,14445011030,N
312077,olanzapine,60429062430,N
312077,olanzapine,67184056502,N
312077,olanzapine,68382036814,N
312077,olanzapine,60505311403,N
312077,olanzapine,70771142000,N
312078,olanzapine,43598016401,N
312078,olanzapine,60429062130,N
312078,olanzapine,62756055218,N
312078,olanzapine,62756055288,N
312078,olanzapine,69543038130,N
312078,olanzapine,70771141701,N
312078,olanzapine,70771141703,N
312079,olanzapine,00093576901,N
312079,olanzapine,33342006911,N
312079,olanzapine,50268061111,N
312079,olanzapine,43598016579,N
312635,perazine,00093964301,N
312635,perazine,50090224105,N
312635,prochlorperazine,51079054120,N
312635,perazine,55289056820,N
312635,perazine,63629184101,N
312635,perazine,70934040506,N
312743,quetiapine,65862049110,N
312743,quetiapine,67046063215,N
312743,quetiapine,67877025001,N
312743,quetiapine,68084053201,N
312743,quetiapine,68788741206,N
312743,quetiapine,70518246600,N
312744,quetiapine,13668014830,N
312744,quetiapine,33342009944,N
312744,quetiapine,67877024233,N
312745,quetiapine,46708013891,N
312745,quetiapine,55111019060,N
312745,quetiapine,67877024760,N
312745,quetiapine,68001018303,N
312828,risperidone,65841066505,N
312829,risperidone,68382011314,N
312831,risperidone,68382011510,N
312832,risperidone,68382011605,N
313777,ziprasidone,60505253008,N
313777,ziprasidone,70518262200,N
317174,quetiapine,68788948709,N
312079,olanzapine,55111016530,N
312635,perazine,00247082505,N
312635,perazine,52959051115,N
312635,perazine,55289056830,N
312635,perazine,61919065330,N
312635,prochlorperazine,66267082606,N
312743,quetiapine,50090233800,N
312743,quetiapine,67046063207,N
312744,quetiapine,60429041301,N
312744,quetiapine,60505313001,N
312744,quetiapine,68084053011,N
312744,quetiapine,68180044501,N
312744,quetiapine,71335156203,N
312743,quetiapine,63739066510,N
312745,quetiapine,00093816401,N
312745,quetiapine,43353000418,N
312745,quetiapine,60505313700,N
312745,quetiapine,70518252300,N
312828,risperidone,60505258400,N
312828,risperidone,65862011905,N
312828,risperidone,71335074002,N
312829,risperidone,13668003605,N
312829,risperidone,55111020260,N
312829,risperidone,70518157500,N
312830,risperidone,63739054610,N
312830,risperidone,65862012105,N
312830,risperidone,71335037903,N
312831,risperidone,43353072015,N
312831,risperidone,43353075745,N
312831,risperidone,55111020478,N
312831,risperidone,68382011514,N
312832,risperidone,65841066901,N
312832,risperidone,68084027401,N
313361,thiothixene,00378501010,N
313366,thiothixene,70518259401,N
313776,ziprasidone,55111025701,N
313776,ziprasidone,64679099203,N
313776,ziprasidone,70518229402,N
313776,ziprasidone,70771118206,N
313778,ziprasidone,00378735391,N
313778,ziprasidone,65862070560,N
313778,ziprasidone,72578002305,N
314154,olanzapine,52343004130,N
314154,olanzapine,63629790201,N
314154,olanzapine,67184056406,N
314154,olanzapine,68084074011,N
314192,perazine,00641613525,N
314192,prochlorperazine,55154418305,N
314211,risperidone,43547034406,N
314211,risperidone,50458059510,N
314286,ziprasidone,00904626908,N
314286,ziprasidone,00904626945,N
317174,quetiapine,43353095753,N
349490,aripiprazole,70771145409,N
349545,aripiprazole,31722082701,N
349547,aripiprazole,43547030709,N
349547,aripiprazole,65162090209,N
402131,aripiprazole,33342012311,N
476177,clozapine,00093541984,N
602964,aripiprazole,60505307503,N
602964,aripiprazole,70518273600,N
616483,quetiapine,46708013930,N
616705,risperidone,49884040352,N
721791,quetiapine,49884080702,N
856825,perphenazine,00378057401,N
312831,risperidone,68788721103,N
312832,risperidone,00904636161,N
314154,olanzapine,33342007011,N
314154,olanzapine,68382036701,N
314154,olanzapine,70518305400,N
317174,quetiapine,16714045501,N
349490,aripiprazole,13811068210,N
349490,aripiprazole,62332010030,N
349545,aripiprazole,33342012411,N
349545,aripiprazole,70518142101,N
351107,olanzapine,49884032252,N
401954,risperidone,55111020981,N
403971,olanzapine,42291065630,N
602964,aripiprazole,33342012211,N
602964,aripiprazole,46708025460,N
602964,aripiprazole,67877043032,N
602964,aripiprazole,70771145104,N
616483,quetiapine,65862049510,N
616487,quetiapine,00054022925,N
616487,quetiapine,70518043200,N
643019,aripiprazole,43598073330,N
672569,paliperidone,00591369430,N
721794,quetiapine,00904680461,N
721794,quetiapine,50742063830,N
721796,quetiapine,52817016460,N
856797,perphenazine,00378044205,N
311386,loxapine,00591036901,N
312635,prochlorperazine,63629184103,N
312745,quetiapine,71335170901,N
312828,risperidone,71205052030,N
312829,risperidone,65841066616,N
313777,ziprasidone,65862070410,N
313778,ziprasidone,55111025905,N
314035,haloperidol,63874065615,N
314154,olanzapine,33342007007,N
314154,olanzapine,55700074330,N
314154,olanzapine,60429062330,N
314154,olanzapine,70518160500,N
314192,perazine,67457064099,N
314286,ziprasidone,65862070280,N
317174,quetiapine,13668015105,N
349490,aripiprazole,27241005403,N
349547,aripiprazole,65862066610,N
349553,aripiprazole,43598055805,N
351107,olanzapine,13668008930,N
402131,aripiprazole,43547030303,N
402131,aripiprazole,71335168802,N
403825,risperidone,55111020779,N
616483,quetiapine,68180045003,N
616705,risperidone,63304064405,N
853201,quetiapine,68180061207,N
313777,ziprasidone,63187057830,N
314035,haloperidol,00832155011,N
314035,haloperidol,70518159900,N
314154,olanzapine,52343004199,N
349490,aripiprazole,43598055730,N
349545,aripiprazole,13668021890,N
349547,aripiprazole,16729028316,N
402131,aripiprazole,65862066278,N
403825,risperidone,55111020781,N
403970,olanzapine,42291065530,N
602964,aripiprazole,68788773302,N
616483,quetiapine,47335090783,N
616487,quetiapine,68788718609,N
616698,risperidone,50458060428,N
643022,aripiprazole,42043040103,N
721794,quetiapine,50090544200,N
848744,iloperidone,51672418104,N
616483,quetiapine,00781534801,N
313777,ziprasidone,64679099304,N
349553,aripiprazole,16729028210,N
672567,paliperidone,00591369310,N
721791,quetiapine,00406118260,N
349545,aripiprazole,16714078501,N
312076,olanzapine,48792785601,N
312079,olanzapine,69543038230,N
312635,perazine,00378510501,N
312078,olanzapine,68382036510,N
312078,olanzapine,69543038190,N
312078,olanzapine,71335071401,N
312635,prochlorperazine,33358029930,N
312635,perazine,55289056812,N
312743,quetiapine,60505313305,N
312743,quetiapine,67046063614,N
312745,quetiapine,71335077204,N
312829,risperidone,55111020278,N
313776,ziprasidone,00781216660,N
313777,ziprasidone,59762200301,N
314078,loxapine,51079090120,N
317174,quetiapine,70518075200,N
310672,haloperidol,63874064612,N
312078,olanzapine,66993068130,N
312078,olanzapine,67184056202,N
312743,quetiapine,13668015020,N
312743,quetiapine,71610013645,N
312744,quetiapine,00093206301,N
312744,quetiapine,63187045230,N
312744,quetiapine,71335156204,N
312743,quetiapine,68001018400,N
312745,quetiapine,13668015274,N
312745,quetiapine,29300015110,N
312745,quetiapine,55111019030,N
312745,quetiapine,71335170902,N
312828,risperidone,71335074001,N
312830,risperidone,51991031806,N
312830,risperidone,61919057260,N
312831,risperidone,63739054710,N
312832,risperidone,00378351305,N
313364,thiothixene,70954001510,N
313776,ziprasidone,50090542000,N
313776,ziprasidone,55111025781,N
313777,ziprasidone,65862070480,N
313778,ziprasidone,68788764009,N
313778,ziprasidone,71335072901,N
314034,haloperidol,00378021401,N
314075,loxapine,00527139701,N
314211,risperidone,51079046520,N
314286,ziprasidone,00378735005,N
317174,quetiapine,67046063720,N
317174,quetiapine,68180044801,N
349490,aripiprazole,60505267503,N
349490,aripiprazole,60687019111,N
349490,aripiprazole,68788700609,N
349490,aripiprazole,70518286902,N
349545,aripiprazole,67877043203,N
349545,aripiprazole,68382008319,N
349547,aripiprazole,71335089501,N
349553,aripiprazole,65862066510,N
349553,aripiprazole,70518280600,N
351108,olanzapine,55111026581,N
351108,olanzapine,60505327800,N
402131,aripiprazole,70771145201,N
429212,clozapine,00093440401,N
429212,clozapine,65862084501,N
602964,aripiprazole,62332009745,N
616487,quetiapine,68788718606,N
721791,quetiapine,50228038260,N
721791,quetiapine,70518264601,N
312829,risperidone,65862012060,N
312832,risperidone,68382011614,N
313778,ziprasidone,55111025981,N
314155,olanzapine,33342008344,N
314211,risperidone,68382011705,N
317174,quetiapine,00781534601,N
349490,aripiprazole,70771145407,N
349490,aripiprazole,72865015630,N
349545,aripiprazole,33342012412,N
349545,aripiprazole,60505267408,N
349545,aripiprazole,68788780809,N
349553,aripiprazole,43547030610,N
351108,olanzapine,33342008607,N
485496,aripiprazole,17856057001,N
485496,aripiprazole,54838057070,N
602964,aripiprazole,70518258400,N
616487,quetiapine,33342010044,N
616487,quetiapine,63629484103,N
643058,aripiprazole,68382009019,N
314286,ziprasidone,70771117906,N
402131,aripiprazole,13668021730,N
602964,aripiprazole,43598096530,N
616483,quetiapine,60505313900,N
312635,prochlorperazine,00093964301,N
312744,quetiapine,00781534301,N
312744,quetiapine,33342009911,N
312744,quetiapine,70518103401,N
312745,quetiapine,68788718403,N
312829,risperidone,50458059150,N
312829,risperidone,51991031706,N
312831,risperidone,63187043990,N
313364,thiothixene,70954001530,N
313776,ziprasidone,70518247701,N
313778,ziprasidone,70771118006,N
314035,haloperidol,65841062710,N
314154,olanzapine,00378545410,N
314192,perazine,55154418305,N
314192,prochlorperazine,72572058001,N
314211,risperidone,51991032106,N
314211,risperidone,65841067010,N
314286,ziprasidone,00378735091,N
314286,ziprasidone,63187044830,N
349490,aripiprazole,48433011801,N
349545,aripiprazole,00904651161,N
349545,aripiprazole,68788780802,N
349547,aripiprazole,43598055930,N
349553,aripiprazole,13668022068,N
349553,aripiprazole,13811068330,N
351107,olanzapine,33342008512,N
351108,olanzapine,59746030932,N
389201,quetiapine,65862049210,N
401953,risperidone,63304095017,N
476177,clozapine,51079028804,N
485496,aripiprazole,66689073505,N
602964,aripiprazole,72865015305,N
616483,quetiapine,16729015010,N
616483,quetiapine,55111060679,N
616483,quetiapine,67877024838,N
616487,quetiapine,68001018008,N
616487,quetiapine,68788781301,N
616705,risperidone,55111047179,N
721796,quetiapine,33342013715,N
313776,ziprasidone,50268081211,N
317174,quetiapine,00615811839,N
317174,quetiapine,63739067710,N
317174,quetiapine,67046063707,N
349490,aripiprazole,65162089909,N
349545,aripiprazole,13668021830,N
349545,aripiprazole,43547030410,N
349545,aripiprazole,60429044830,N
349545,aripiprazole,70518142100,N
349547,aripiprazole,70771145606,N
349553,aripiprazole,16714078701,N
349553,aripiprazole,27241005503,N
349553,aripiprazole,50228047910,N
401954,risperidone,00378604528,N
402131,aripiprazole,68788716206,N
602964,aripiprazole,43547030210,N
602964,aripiprazole,71205048090,N
616483,quetiapine,46708013931,N
616483,quetiapine,63629711602,N
616483,quetiapine,68788719506,N
616487,quetiapine,51407006701,N
616705,risperidone,63304064469,N
643022,aripiprazole,70771143301,N
672567,paliperidone,00378397993,N
672567,paliperidone,42292002620,N
672567,paliperidone,65162028103,N
721791,quetiapine,50228038230,N
721796,quetiapine,65162043106,N
402131,aripiprazole,67877043132,N
616483,quetiapine,50090354000,N
616487,quetiapine,46708013591,N
721791,quetiapine,68180061401,N
672569,paliperidone,10147095301,N
314211,risperidone,43353075430,N
314211,risperidone,65841067016,N
314211,risperidone,68382011714,N
349547,aripiprazole,16729028310,N
349547,aripiprazole,70518130300,N
349553,aripiprazole,13811068310,N
721791,quetiapine,50742063710,N
485968,olanzapine,55150030801,N
616487,quetiapine,55111016930,N
643019,aripiprazole,13811069230,N
312635,prochlorperazine,00247082520,N
312830,risperidone,68382011414,N
313778,ziprasidone,65862070580,N
314211,risperidone,13668004064,N
314286,ziprasidone,70518183501,N
314154,olanzapine,66993046330,N
314211,risperidone,13668004005,N
312831,risperidone,50458059360,N
312832,risperidone,00378351391,N
313778,ziprasidone,63739050832,N
313778,ziprasidone,64679099406,N
314211,risperidone,70518161300,N
349545,aripiprazole,50228047730,N
349553,aripiprazole,50228032810,N
314192,perazine,67457064002,N
349490,aripiprazole,13668021901,N
349490,aripiprazole,68788700606,N
402131,aripiprazole,50268008811,N
602964,aripiprazole,00904650904,N
602964,aripiprazole,31722081931,N
602964,aripiprazole,68788707609,N
643019,aripiprazole,70771143201,N
643027,aripiprazole,68382008919,N
721791,quetiapine,10135065760,N
349545,aripiprazole,46708025610,N
314211,risperidone,43353041245,N
314286,ziprasidone,55111025678,N
312832,risperidone,65841066914,N
616487,quetiapine,68788781306,N
859824,fluphenazine decanoate,00143952901,N
859824,fluphenazine decanoate,42023012901,N
859841,fluphenazine,68084095011,N
859871,haloperidol,00703702301,N
859867,haloperidol,67457038200,N
859867,haloperidol,70069038205,N
859871,haloperidol decanoate,68083013802,N
859871,haloperidol,70710146401,N
860918,fluphenazine,69238168001,N
991044,promazine,63304011401,N
859867,haloperidol decanoate,00703701301,N
859871,haloperidol,63323047105,N
859871,haloperidol,63323047155,N
859835,fluphenazine,17856065401,N
859867,haloperidol decanoate,00703712301,N
859871,haloperidol,63323047151,N
859867,haloperidol,70069038201,N
859871,haloperidol,25021083405,N
859981,asenapine,62332019860,N
860918,fluphenazine,00527179005,N
860918,fluphenazine,68084084625,N
865117,fluphenazine,00378600401,N
895670,quetiapine,00406118160,N
895670,quetiapine,10135065660,N
895670,quetiapine,16729010916,N
895670,quetiapine,50228038130,N
991039,chlorpromazine,51407043401,N
991039,promazine,60687041901,N
991044,chlorpromazine,00904689561,N
991188,promazine,00832030410,N
991194,chlorpromazine,00527296237,N
991194,promazine,51079051901,N
859871,haloperidol decanoate,63323047151,N
860918,fluphenazine,70518149600,N
860918,fluphenazine,70518149602,N
860918,fluphenazine,70518300800,N
861848,fluphenazine,00121065304,N
865117,fluphenazine,51407045801,N
866103,paliperidone,43975034903,N
866103,paliperidone,47335074488,N
895670,quetiapine,65862087460,N
991039,chlorpromazine,50268016211,N
991039,promazine,51079051820,N
991039,promazine,68462086101,N
